,0
0,0.3000107717982806
1,0.29213556268037993
2,0.2972978525096145
3,0.3219043316690385
4,0.30433889145724585
5,0.32304562777284945
6,0.34127407486527145
7,0.3886173767458428
8,0.42302348570107706
9,0.4160249792992337
10,0.40848617869888454
11,0.44865323790708567
12,0.4513098596260958
13,0.4286674218771614
14,0.42015331101333553
15,0.46342023865009063
16,0.49965575636886894
17,0.49945307951448825
18,0.49250185011288417
19,0.536433212741114
20,0.5317871597381585
21,0.5714988149388446
22,0.5203130277453867
23,0.5458970081761589
24,0.5564516847463987
25,0.5036812616763914
26,0.4834523274307644
27,0.4781388684087666
28,0.461838104442781
29,0.450362408337094
30,0.43360652927304677
31,0.3813810749554588
32,0.3800252284078592
33,0.39628552569481545
34,0.4027194971648226
35,0.3828528678615144
36,0.4253386456917167
37,0.42866421956293793
38,0.4282169357045355
39,0.44971376090082743
40,0.4573383199732428
41,0.42714047193787663
42,0.4223178610962806
43,0.46333904178484303
44,0.4614230501612309
45,0.45480740522462954
46,0.5007657465723999
47,0.5016583255558247
48,0.5016583255558247
49,0.5016583255558247
50,0.49350695448816084
51,0.4994942421585081
52,0.496290574392592
53,0.4800073450729749
54,0.5004351232426446
55,0.4472216937672755
56,0.4330783511181261
57,0.4665579770215989
58,0.4537891523395164
59,0.4619767256239476
60,0.4461753086513806
61,0.4729336012091164
62,0.4779404352503702
63,0.45473976670071703
64,0.5060020200601295
65,0.5419379838548373
66,0.5286106766534646
67,0.547676361872947
68,0.5384302664151206
69,0.5654121930599436
70,0.5643912637363213
71,0.5890779657406539
72,0.597381228860895
73,0.5899677771806127
74,0.5744865954181445
75,0.5762060526307459
76,0.6050701343901093
77,0.5772770139937514
78,0.602020179123666
79,0.6079486499913294
80,0.5743500591184325
81,0.5100138047801701
82,0.5252302956305249
83,0.548463523305969
84,0.5610629272077471
85,0.5518947043392416
86,0.5557945992126961
87,0.5503307822376574
88,0.5677451098197724
89,0.5677451098197724
90,0.554488429080189
91,0.5727367344724181
92,0.5821764125051521
93,0.6049692611547363
94,0.6021137864069838
95,0.673412632248314
96,0.6593132740479334
97,0.6983840401190288
98,0.7026365525148827
99,0.7193380924841357
100,0.6883576168181261
101,0.6513294159983495
102,0.6099040924817605
103,0.6237531182982963
104,0.6202403914232295
105,0.6250172166734604
106,0.6437246533219113
107,0.6637389076275392
108,0.6759879451090889
109,0.6682464438035377
110,0.6897102708089249
111,0.6897102708089249
112,0.6670458961753064
113,0.6771760496650054
114,0.6925549065026342
115,0.7365740004990321
116,0.7508584436758744
117,0.7920789439335569
118,0.8191672253903315
119,0.8555457249242178
120,0.85519120981022
121,0.8411348061897858
122,0.8252066255939193
123,0.8266653014677969
124,0.7953268011404709
125,0.7953268011404709
126,0.7752453244779448
127,0.8119770099692519
128,0.7811563075218926
129,0.7945455618386392
130,0.7369797395437406
131,0.7457388705792725
132,0.7890422440464931
133,0.7521495175149794
134,0.7764515148494412
135,0.7720113876937501
136,0.7479023787258452
137,0.6930558592191366
138,0.6858764213348683
139,0.6923041574618768
140,0.7122744692388387
141,0.7193667657095406
142,0.7193667657095406
143,0.6821767723971418
144,0.7054318942908027
145,0.6785724628890215
146,0.6712270520561854
147,0.7066580424385023
148,0.7148872304555625
149,0.7397527948533917
150,0.7756817856252511
151,0.7744221796351785
152,0.7739069482756997
153,0.778935431731447
154,0.7878732493794246
155,0.8093421869254106
156,0.7889538349883599
157,0.7985588962057502
158,0.8246002601181678
159,0.852160212024488
160,0.8635624709200818
161,0.8912332195896017
162,0.8592584790422798
163,0.8618649670756543
164,0.8191030834937727
165,0.8183296034520269
166,0.8236479896747827
167,0.8391747727993701
168,0.877752199070579
169,0.8359569275292605
170,0.8645100054082072
171,0.8949650551247449
172,0.9110719733193133
173,0.8860576354693326
174,0.8686131565601467
175,0.8818703627445049
176,0.8818703627445049
177,0.8785522900803456
178,0.8967146789189178
179,0.8949811040107418
180,0.8610426199194028
181,0.8663944968782228
182,0.8309940339348747
183,0.8124586810668675
184,0.795211943954231
185,0.8509349046345261
186,0.8198492236138903
187,0.7826766575842166
188,0.8081748047705806
189,0.8179422149270171
190,0.8233895121608801
191,0.8182080236704379
192,0.8154373683534109
193,0.797426545038648
194,0.8243610490893382
195,0.8909165373036949
196,0.89782185879953
197,0.9122462882649759
198,0.9459778091663105
199,0.9557260689850683
200,0.9818998474532863
201,0.9763598389485836
202,0.9292643316096278
203,0.9287093712173521
204,0.9029901916803184
205,0.9222908532559059
206,0.9119074833965156
207,0.9275969279042743
208,0.909194922360838
209,0.930052305817383
210,0.9051001082441906
211,0.9234112967304959
212,0.9325556234725337
213,0.9611327721411815
214,0.9688530359961054
215,0.938497863317449
216,0.9581794630246494
217,0.9683455706937123
218,0.9767155861201797
219,0.9097412781800758
220,0.882390462711609
221,0.8509673400946701
222,0.8477401377255283
223,0.9031414630060098
224,0.9031414630060098
225,0.9037919407216347
226,0.907481621682244
227,0.87947046024033
228,0.9119079133039044
229,0.9251844738615468
230,0.9300283062102074
231,0.938781781293688
232,0.9135942846021338
233,0.9074895162346067
234,0.9116354943026591
235,0.9312808967838307
236,0.954915577982908
237,0.939280441594386
238,0.9328182210335024
239,0.9150237692577128
240,0.9391271512081256
241,0.9549383176150452
242,0.9604874978192292
243,0.9737118483461703
244,0.985443520216132
245,0.9846832160547099
246,0.9474185834495219
247,0.9674855009503234
248,0.9759280017489945
249,1.001621630312939
250,1.0532554607854423
251,1.0532554607854423
252,1.048814844871782
253,1.0519328694958303
254,1.0449503808882339
255,1.0640860376905548
256,1.0549585325208077
257,1.022245772756727
258,0.9777540735875347
259,0.9361061744950853
260,0.9515925778061054
261,0.9505353208858147
262,0.9606999420588722
263,0.9828742511819226
264,0.9323153553009701
265,0.9791168288823145
266,0.9661890675714678
267,0.9936111624134157
268,0.9863501285813695
269,1.0131884938334008
270,1.0248484692224118
271,0.9964886499452766
272,1.0168010156626697
273,1.0569795349457638
274,1.0018663898001248
275,1.0036650150151614
276,1.038993886741808
277,1.0364893744465529
278,1.0364893744465529
279,0.9996153350651065
280,0.9615433310091303
281,0.950002781942237
282,0.9677376657829353
283,0.9705776349180603
284,0.9536073839713783
285,0.9609733852362331
286,0.9564879743300105
287,0.9281599171300455
288,0.9382208581577
289,0.9540602655689159
290,0.9782605069594115
291,0.9432588670393285
292,0.9420115211985594
293,0.9489202159488301
294,0.94009814334741
295,0.9544415829477881
296,0.9460148437567315
297,0.8999210999790908
298,0.926419351940484
299,0.8897818356259017
300,0.8660498439096262
301,0.8519532408328079
302,0.8687981385291901
303,0.8667147850531652
304,0.9005473292440056
305,0.9005473292440056
306,0.8820392838359608
307,0.8679633033416603
308,0.8720698985168681
309,0.8608482100978929
310,0.8334301274032606
311,0.8012004987346942
312,0.7851188590566632
313,0.7994263874935279
314,0.805445176490567
315,0.7931882544581542
316,0.7683184540072192
317,0.7996923255712547
318,0.7707268667928296
319,0.7288732005260129
320,0.7604852533618629
321,0.7460068776644715
322,0.7411398322095439
323,0.7188606222283771
324,0.7474254825139692
325,0.7419514531307423
326,0.7473334118018797
327,0.7547823857548367
328,0.7476062662613011
329,0.767399605093517
330,0.7784023053218151
331,0.7727709979886364
332,0.79296121460835
333,0.7913959142247086
334,0.7769539644000016
335,0.8190198439640333
336,0.785490057242949
337,0.7588607048531605
338,0.7516919763628871
339,0.7743092798604644
340,0.733788487272994
341,0.750418246571571
342,0.7780092802084031
343,0.781579298876237
344,0.7795254180761212
345,0.7635380378315352
346,0.7195744202140772
347,0.7267982777693768
348,0.6777415276545198
349,0.7087598107885706
350,0.7368823875459533
351,0.7523833558439339
352,0.7316220328980337
353,0.727080656520555
354,0.7256447016853735
355,0.7327573228691983
356,0.7554839030546793
357,0.6972896447098793
358,0.6843644577145278
359,0.6843644577145278
360,0.7072434806913438
361,0.6963083747185136
362,0.6700406275498296
363,0.6125918210464679
364,0.5960948572793289
365,0.5477043379892689
366,0.5600973402157134
367,0.5761723341964878
368,0.552944815709855
369,0.5072086209587334
370,0.5032180369196447
371,0.47329283386199456
372,0.4456788540025268
373,0.4294224583685309
374,0.44691961549232173
375,0.4563369690724438
376,0.48784056707917134
377,0.4842604324580975
378,0.5318880743577409
379,0.5647286529375846
380,0.5618054961549871
381,0.6051470936516622
382,0.597964177383768
383,0.6295750438483985
384,0.5737143752878426
385,0.570533521472904
386,0.5344982497123653
387,0.5179029270107578
388,0.5369922656195101
389,0.56770348423157
390,0.5145674107859753
391,0.536127488806958
392,0.5281135752316792
393,0.5531014754887266
394,0.5104222231024534
395,0.5255903452780432
396,0.517590218110617
397,0.5342265423837079
398,0.5218764804592789
399,0.5065160925866067
400,0.49387363879730123
401,0.5247661811178959
402,0.552506054253136
403,0.5577406016114278
404,0.5618490403090003
405,0.5251988261474076
406,0.4891361346311655
407,0.4974334886919457
408,0.4950325423894851
409,0.5061156495333762
410,0.512424268310987
411,0.48639395848271916
412,0.4878951775800421
413,0.46361302335465054
414,0.47280076440918795
415,0.46848212174948195
416,0.46848212174948195
417,0.44647058748869556
418,0.4434619437020909
419,0.47639813064175385
420,0.48177101059612665
421,0.4193105019488829
422,0.4246288086528771
423,0.40613866141412464
424,0.40687932979470043
425,0.407337056465076
426,0.361991275556192
427,0.32115865760662654
428,0.3615167486239697
429,0.35584971688194456
430,0.38620982280568894
431,0.42517116430356294
432,0.4289312528232087
433,0.429475134576196
434,0.4010316360838319
435,0.40677991979513045
436,0.3842558543940106
437,0.358059679043909
438,0.33330314448722514
439,0.3352965943529325
440,0.3406733674150417
441,0.4010896823621601
442,0.41326156558262245
443,0.4363724730541188
444,0.4425061764563667
445,0.44854790267640215
446,0.48797071583352597
447,0.48846665513045506
448,0.46904865501446324
449,0.44020131716094507
450,0.43408751119108857
451,0.4202761926448064
452,0.4438694355774252
453,0.4341150246583014
454,0.43818017187743363
455,0.42021106322120977
456,0.4186047990456298
457,0.41574971509992703
458,0.38270706757830397
459,0.36883247490201465
460,0.38120192663707514
461,0.41021107781831867
462,0.45244339247472004
463,0.4592323424987382
464,0.4731793711420176
465,0.48703984427812
466,0.4948617154587229
467,0.49060431917646885
468,0.4451729733587898
469,0.4761978042221941
470,0.470498425767495
471,0.448418519715572
472,0.43908154797710386
473,0.4291135061816083
474,0.41038943642248527
475,0.40569979855117355
476,0.45887359288351354
477,0.4527976428811479
478,0.4548493475148358
479,0.494174003635673
480,0.494174003635673
481,0.5219464107871119
482,0.5371324950356603
483,0.5328678620060447
484,0.5361692081546598
485,0.5182614942489306
486,0.5633720703976859
487,0.5952913932603072
488,0.5956894127366154
489,0.6195621909181611
490,0.616992797332638
491,0.5984539903502741
492,0.5666603772383952
493,0.6160249114971921
494,0.6424127509911413
495,0.6125045422733881
496,0.5738431621261155
497,0.6254206665830472
498,0.5959245650655265
499,0.571167274548337
500,0.5526982017623557
501,0.5459389110683845
502,0.5337930312965649
503,0.48628063869644694
504,0.4962298419852449
505,0.5097519320634724
506,0.5606062261541109
507,0.5810163483077878
508,0.641342221076791
509,0.5630812795904375
510,0.577283510269802
511,0.5809478525872926
512,0.6036186665926528
513,0.5667598631388443
514,0.5801298986194818
515,0.5989917969742509
516,0.5982746881505938
517,0.6234569518667558
518,0.6234569518667558
